"","time_string","state","value","week","season"
"1","Anzahl.71","A00..00",16,NA,NA
"2","Anzahl.71","A01..01",26,NA,NA
"3","Anzahl.71","A02..02",13,NA,NA
"4","Anzahl.71","A03..03",11,NA,NA
"5","Anzahl.71","A04..04",10,NA,NA
"6","Anzahl.71","A05..05",11,NA,NA
"7","Anzahl.71","A06..06",8,NA,NA
"8","Anzahl.71","A07..07",4,NA,NA
"9","Anzahl.71","A08..08",6,NA,NA
"10","Anzahl.71","A09..09",6,NA,NA
"11","Anzahl.71","A10..10",2,NA,NA
"12","Anzahl.71","A11..11",4,NA,NA
"13","Anzahl.71","A12..12",6,NA,NA
"14","Anzahl.71","A13..13",2,NA,NA
"15","Anzahl.71","A14..14",3,NA,NA
"16","Anzahl.71","A16..16",4,NA,NA
"17","Anzahl.71","A17..17",3,NA,NA
"18","Anzahl.71","A18..18",9,NA,NA
"19","Anzahl.71","A19..19",6,NA,NA
"20","Anzahl.71","A20..20",11,NA,NA
"21","Anzahl.71","A21..21",8,NA,NA
"22","Anzahl.71","A22..22",8,NA,NA
"23","Anzahl.71","A23..23",10,NA,NA
"24","Anzahl.71","A24..24",8,NA,NA
"25","Anzahl.71","A25..25",5,NA,NA
"26","Anzahl.71","A26..26",4,NA,NA
"27","Anzahl.71","A27..27",6,NA,NA
"28","Anzahl.71","A28..28",4,NA,NA
"29","Anzahl.71","A29..29",8,NA,NA
"30","Anzahl.71","A30..30",8,NA,NA
"31","Anzahl.71","A31..31",2,NA,NA
"32","Anzahl.71","A32..32",6,NA,NA
"33","Anzahl.71","A33..33",5,NA,NA
"34","Anzahl.71","A34..34",3,NA,NA
"35","Anzahl.71","A35..35",7,NA,NA
"36","Anzahl.71","A36..36",9,NA,NA
"37","Anzahl.71","A37..37",6,NA,NA
"38","Anzahl.71","A38..38",4,NA,NA
"39","Anzahl.71","A39..39",7,NA,NA
"40","Anzahl.71","A40..40",8,NA,NA
"41","Anzahl.71","A41..41",2,NA,NA
"42","Anzahl.71","A42..42",6,NA,NA
"43","Anzahl.71","A43..43",4,NA,NA
"44","Anzahl.71","A44..44",7,NA,NA
"45","Anzahl.71","A45..45",2,NA,NA
"46","Anzahl.71","A46..46",4,NA,NA
"47","Anzahl.71","A47..47",2,NA,NA
"48","Anzahl.71","A48..48",4,NA,NA
"49","Anzahl.71","A49..49",1,NA,NA
"50","Anzahl.71","A50..50",6,NA,NA
"51","Anzahl.71","A51..51",10,NA,NA
"52","Anzahl.71","A52..52",2,NA,NA
"53","Anzahl.71","A53..53",5,NA,NA
"54","Anzahl.71","A54..54",7,NA,NA
"55","Anzahl.71","A55..55",5,NA,NA
"56","Anzahl.71","A56..56",15,NA,NA
"57","Anzahl.71","A57..57",7,NA,NA
"58","Anzahl.71","A58..58",9,NA,NA
"59","Anzahl.71","A59..59",2,NA,NA
"60","Anzahl.71","A60..60",8,NA,NA
"61","Anzahl.71","A61..61",8,NA,NA
"62","Anzahl.71","A62..62",4,NA,NA
"63","Anzahl.71","A63..63",6,NA,NA
"64","Anzahl.71","A64..64",9,NA,NA
"65","Anzahl.71","A65..65",5,NA,NA
"66","Anzahl.71","A66..66",6,NA,NA
"67","Anzahl.71","A67..67",3,NA,NA
"68","Anzahl.71","A68..68",8,NA,NA
"69","Anzahl.71","A69..69",5,NA,NA
"70","Anzahl.71","A70..70",7,NA,NA
"71","Anzahl.71","A71..71",6,NA,NA
"72","Anzahl.71","A72..72",13,NA,NA
"73","Anzahl.71","A73..73",4,NA,NA
"74","Anzahl.71","A74..74",4,NA,NA
"75","Anzahl.71","A75..75",6,NA,NA
"76","Anzahl.71","A76..76",4,NA,NA
"77","Anzahl.71","A77..77",4,NA,NA
"78","Anzahl.71","A78..78",7,NA,NA
"79","Anzahl.71","A79..79",8,NA,NA
"80","Anzahl.71","A80.",69,NA,NA
"81","Anzahl.71","Unbekannt",1,NA,NA
"82","Anzahl.71","A00..00",3434,NA,NA
"83","Anzahl.71","A01..01",5477,NA,NA
"84","Anzahl.71","A02..02",6339,NA,NA
"85","Anzahl.71","A03..03",7010,NA,NA
"86","Anzahl.71","A04..04",6253,NA,NA
"87","Anzahl.71","A05..05",5615,NA,NA
"88","Anzahl.71","A06..06",4775,NA,NA
"89","Anzahl.71","A07..07",4389,NA,NA
"90","Anzahl.71","A08..08",3825,NA,NA
"91","Anzahl.71","A09..09",3504,NA,NA
"92","Anzahl.71","A10..10",3002,NA,NA
"93","Anzahl.71","A11..11",2733,NA,NA
"94","Anzahl.71","A12..12",2611,NA,NA
"95","Anzahl.71","A13..13",2503,NA,NA
"96","Anzahl.71","A14..14",2474,NA,NA
"97","Anzahl.71","A15..15",2473,NA,NA
"98","Anzahl.71","A16..16",2287,NA,NA
"99","Anzahl.71","A17..17",2165,NA,NA
"100","Anzahl.71","A18..18",1967,NA,NA
"101","Anzahl.71","A19..19",2982,NA,NA
"102","Anzahl.71","A20..20",1912,NA,NA
"103","Anzahl.71","A21..21",1540,NA,NA
"104","Anzahl.71","A22..22",1636,NA,NA
"105","Anzahl.71","A23..23",1552,NA,NA
"106","Anzahl.71","A24..24",1568,NA,NA
"107","Anzahl.71","A25..25",1604,NA,NA
"108","Anzahl.71","A26..26",1808,NA,NA
"109","Anzahl.71","A27..27",2021,NA,NA
"110","Anzahl.71","A28..28",2239,NA,NA
"111","Anzahl.71","A29..29",2569,NA,NA
"112","Anzahl.71","A30..30",2652,NA,NA
"113","Anzahl.71","A31..31",2817,NA,NA
"114","Anzahl.71","A32..32",2775,NA,NA
"115","Anzahl.71","A33..33",2647,NA,NA
"116","Anzahl.71","A34..34",2618,NA,NA
"117","Anzahl.71","A35..35",2523,NA,NA
"118","Anzahl.71","A36..36",2523,NA,NA
"119","Anzahl.71","A37..37",2550,NA,NA
"120","Anzahl.71","A38..38",2422,NA,NA
"121","Anzahl.71","A39..39",2315,NA,NA
"122","Anzahl.71","A40..40",2278,NA,NA
"123","Anzahl.71","A41..41",2118,NA,NA
"124","Anzahl.71","A42..42",2038,NA,NA
"125","Anzahl.71","A43..43",1928,NA,NA
"126","Anzahl.71","A44..44",1933,NA,NA
"127","Anzahl.71","A45..45",1837,NA,NA
"128","Anzahl.71","A46..46",1930,NA,NA
"129","Anzahl.71","A47..47",1975,NA,NA
"130","Anzahl.71","A48..48",2099,NA,NA
"131","Anzahl.71","A49..49",2117,NA,NA
"132","Anzahl.71","A50..50",2289,NA,NA
"133","Anzahl.71","A51..51",2305,NA,NA
"134","Anzahl.71","A52..52",2290,NA,NA
"135","Anzahl.71","A53..53",2257,NA,NA
"136","Anzahl.71","A54..54",2246,NA,NA
"137","Anzahl.71","A55..55",2229,NA,NA
"138","Anzahl.71","A56..56",2217,NA,NA
"139","Anzahl.71","A57..57",2103,NA,NA
"140","Anzahl.71","A58..58",2111,NA,NA
"141","Anzahl.71","A59..59",2030,NA,NA
"142","Anzahl.71","A60..60",1909,NA,NA
"143","Anzahl.71","A61..61",1773,NA,NA
"144","Anzahl.71","A62..62",1643,NA,NA
"145","Anzahl.71","A63..63",1405,NA,NA
"146","Anzahl.71","A64..64",1231,NA,NA
"147","Anzahl.71","A65..65",1116,NA,NA
"148","Anzahl.71","A66..66",1060,NA,NA
"149","Anzahl.71","A67..67",1024,NA,NA
"150","Anzahl.71","A68..68",1007,NA,NA
"151","Anzahl.71","A69..69",996,NA,NA
"152","Anzahl.71","A70..70",1001,NA,NA
"153","Anzahl.71","A71..71",941,NA,NA
"154","Anzahl.71","A72..72",934,NA,NA
"155","Anzahl.71","A73..73",815,NA,NA
"156","Anzahl.71","A74..74",637,NA,NA
"157","Anzahl.71","A75..75",860,NA,NA
"158","Anzahl.71","A76..76",867,NA,NA
"159","Anzahl.71","A77..77",841,NA,NA
"160","Anzahl.71","A78..78",1021,NA,NA
"161","Anzahl.71","A79..79",1045,NA,NA
"162","Anzahl.71","A80.",9168,NA,NA
"163","Anzahl.71","Unbekannt",997,NA,NA
"164","Anzahl.71","A00..00",3298,NA,NA
"165","Anzahl.71","A01..01",5535,NA,NA
"166","Anzahl.71","A02..02",5841,NA,NA
"167","Anzahl.71","A03..03",6380,NA,NA
"168","Anzahl.71","A04..04",5550,NA,NA
"169","Anzahl.71","A05..05",4532,NA,NA
"170","Anzahl.71","A06..06",3687,NA,NA
"171","Anzahl.71","A07..07",2897,NA,NA
"172","Anzahl.71","A08..08",2347,NA,NA
"173","Anzahl.71","A09..09",1886,NA,NA
"174","Anzahl.71","A10..10",1611,NA,NA
"175","Anzahl.71","A11..11",1590,NA,NA
"176","Anzahl.71","A12..12",1382,NA,NA
"177","Anzahl.71","A13..13",1262,NA,NA
"178","Anzahl.71","A14..14",1372,NA,NA
"179","Anzahl.71","A15..15",1439,NA,NA
"180","Anzahl.71","A16..16",1491,NA,NA
"181","Anzahl.71","A17..17",1500,NA,NA
"182","Anzahl.71","A18..18",1535,NA,NA
"183","Anzahl.71","A19..19",1698,NA,NA
"184","Anzahl.71","A20..20",1312,NA,NA
"185","Anzahl.71","A21..21",1355,NA,NA
"186","Anzahl.71","A22..22",1378,NA,NA
"187","Anzahl.71","A23..23",1346,NA,NA
"188","Anzahl.71","A24..24",1376,NA,NA
"189","Anzahl.71","A25..25",1353,NA,NA
"190","Anzahl.71","A26..26",1585,NA,NA
"191","Anzahl.71","A27..27",1691,NA,NA
"192","Anzahl.71","A28..28",2077,NA,NA
"193","Anzahl.71","A29..29",2157,NA,NA
"194","Anzahl.71","A30..30",2281,NA,NA
"195","Anzahl.71","A31..31",2366,NA,NA
"196","Anzahl.71","A32..32",2393,NA,NA
"197","Anzahl.71","A33..33",2288,NA,NA
"198","Anzahl.71","A34..34",2319,NA,NA
"199","Anzahl.71","A35..35",2376,NA,NA
"200","Anzahl.71","A36..36",2361,NA,NA
"201","Anzahl.71","A37..37",2458,NA,NA
"202","Anzahl.71","A38..38",2475,NA,NA
"203","Anzahl.71","A39..39",2365,NA,NA
"204","Anzahl.71","A40..40",2334,NA,NA
"205","Anzahl.71","A41..41",2155,NA,NA
"206","Anzahl.71","A42..42",2232,NA,NA
"207","Anzahl.71","A43..43",1983,NA,NA
"208","Anzahl.71","A44..44",1957,NA,NA
"209","Anzahl.71","A45..45",2019,NA,NA
"210","Anzahl.71","A46..46",2153,NA,NA
"211","Anzahl.71","A47..47",2306,NA,NA
"212","Anzahl.71","A48..48",2426,NA,NA
"213","Anzahl.71","A49..49",2539,NA,NA
"214","Anzahl.71","A50..50",2737,NA,NA
"215","Anzahl.71","A51..51",2728,NA,NA
"216","Anzahl.71","A52..52",2805,NA,NA
"217","Anzahl.71","A53..53",2864,NA,NA
"218","Anzahl.71","A54..54",2874,NA,NA
"219","Anzahl.71","A55..55",2879,NA,NA
"220","Anzahl.71","A56..56",2804,NA,NA
"221","Anzahl.71","A57..57",2833,NA,NA
"222","Anzahl.71","A58..58",2678,NA,NA
"223","Anzahl.71","A59..59",2674,NA,NA
"224","Anzahl.71","A60..60",2496,NA,NA
"225","Anzahl.71","A61..61",2336,NA,NA
"226","Anzahl.71","A62..62",2162,NA,NA
"227","Anzahl.71","A63..63",1907,NA,NA
"228","Anzahl.71","A64..64",1736,NA,NA
"229","Anzahl.71","A65..65",1543,NA,NA
"230","Anzahl.71","A66..66",1503,NA,NA
"231","Anzahl.71","A67..67",1509,NA,NA
"232","Anzahl.71","A68..68",1477,NA,NA
"233","Anzahl.71","A69..69",1473,NA,NA
"234","Anzahl.71","A70..70",1422,NA,NA
"235","Anzahl.71","A71..71",1409,NA,NA
"236","Anzahl.71","A72..72",1298,NA,NA
"237","Anzahl.71","A73..73",1010,NA,NA
"238","Anzahl.71","A74..74",1317,NA,NA
"239","Anzahl.71","A75..75",1350,NA,NA
"240","Anzahl.71","A76..76",1356,NA,NA
"241","Anzahl.71","A77..77",1659,NA,NA
"242","Anzahl.71","A78..78",1681,NA,NA
"243","Anzahl.71","A79..79",1859,NA,NA
"244","Anzahl.71","A80.",14543,NA,NA
"245","Anzahl.71","Unbekannt",733,NA,NA
